log2FC,SE,Tvalue,DF,pvalue,adj.pvalue,issue,MissingPercentage,Entry,ambig,gene_names_ordered_locus,gene_names_primary,Protein.names,locus_tag
-0.03140878656029777,0.319740184133901,-0.09823221515111275,9,0.9239009090238595,0.9670696894551285,NA,0,P72938,no,NA,nucH,Extracellular nuclease,sll0656
-1.7379184185548862,1.4755136014077899,-1.1778396464097216,9,0.2690660788590069,0.5515134766035495,NA,0.125,P72944,no,slr0680,NA,Slr0680 protein,slr0680
0.6757104979042796,0.4251823193446671,1.5892252973871333,9,0.1464725252972947,0.41954655537909763,NA,0.0625,P72948,no,sll0649,NA,OmpR subfamily,sll0649
0.2572404303571053,0.6640642735061274,0.38737278998451,9,0.7074817418540038,0.8524615188499434,NA,0.0625,P72950,no,sll0647,NA,Sll0647 protein,sll0647
-0.8360394611997217,0.30502854933255896,-2.7408564314031647,9,0.022815579641258577,0.2229017511957004,NA,0,P72952,no,sll0645,NA,Sll0645 protein,sll0645
0.5947355531107175,0.2615907968116057,2.273533932996268,9,0.04907867842944835,0.27880107431366047,NA,0.0892857142857143,P53383,no,slr0067,mrp,Iron-sulfur cluster carrier protein,slr0067
0.32523016729391613,0.7168258001973576,0.4537087911796328,9,0.6607806875571662,0.8280747972430272,NA,0,P72959,no,slr0688,NA,Slr0688 protein,slr0688
0.5528892525442871,0.27097669273601777,2.0403572239436296,9,0.07172366457720236,0.31643093433041414,NA,0.08333333333333337,P72961,no,slr0689,NA,Slr0689 protein,slr0689
-0.1026868914775999,0.37923957242588485,-0.270770507467725,9,0.7926749684720595,0.8976499931295029,NA,0.017857142857142905,P72962,no,sll0639,NA,Sll0639 protein,sll0639
-0.6428970179122798,0.47412889792719104,-1.3559540891156678,9,0.20815533330859015,0.4965110200653857,NA,0,P72963,no,sll0638,NA,Sll0638 protein,sll0638
0.7591981324480113,0.4486800062897011,1.6920703436868025,9,0.124885535990932,0.39159634878541877,NA,0.07499999999999996,P72964,no,NA,ycf45,Ycf45 protein,slr0692
0.05394048152588139,0.15666972636155677,0.34429422185495806,9,0.7385329635191622,0.8731249732449068,NA,0.015625,P72967,no,slr0695,NA,Slr0695 protein,slr0695
0.21985655017915293,0.12902890532835726,1.703932538369246,9,0.1225914281672349,0.3871964729758742,NA,0,P72968,no,slr1590,NA,Slr1590 protein,slr1590
2.0189519900221846,0.25578256332007276,7.893235425496049,9,2.463901464011542e-5,0.013385144703242702,NA,0.40625,P72974,no,sll1516,NA,Sll1516 protein,sll1516
0.9452523203887313,0.35525779448788575,2.6607504045093213,9,0.026013784452095123,0.23201529336200222,NA,0,P72975,no,sll1515,NA,Sll1515 protein,sll1515
0.1354764536354709,0.3763655907085576,0.3599597226208132,5,0.7335821223453873,0.869178817806176,NA,0.125,P72976,no,slr1597,NA,Slr1597 protein,slr1597
0.0800820694436898,0.2061431117238219,0.38847802758977906,9,0.7066922491135841,0.8523738952110498,NA,0.0357142857142857,P53579,no,slr0918,NA,Methionine aminopeptidase A (MAP A) (MetAP A) (EC 3.4.11.18) (Peptidase M),slr0918
1.7688264682561632,0.3036852674818041,5.8245382890105,9,2.516285991061018e-4,0.049708085987050836,NA,0.04166666666666663,P72977,no,NA,hsp17,"16.6 kDa small heat shock protein, molecular chaperon",sll1514
-0.1423093902773264,0.2880692828144224,-0.49401098543715183,9,0.6331306876919025,0.8078643478300084,NA,0,P72985,no,slr1600,NA,Slr1600 protein,slr1600
-0.5586454641382208,0.2057979517216314,-2.7145336455722444,9,0.023820028013990413,0.22407325053853322,NA,0,P72989,no,sll1507,NA,Sll1507 protein,sll1507
0.4583114572182218,0.6662243159470742,0.6879236411038331,9,0.5088408151147188,0.7342039118487942,NA,0,P72990,no,slr1603,NA,Slr1603 protein,slr1603
1.7332599478937216,1.300160254168154,1.3331125469626557,8,0.21920758479159153,0.5083650819126236,NA,0.3125,P72995,no,ssl2920,NA,Ssl2920 protein,ssl2920
0.23263980714449203,0.371265081264581,0.6266137562737873,9,0.5464758137954926,0.7602381199600546,NA,0,P72996,no,sll1505,NA,Sll1505 protein,sll1505
1.0121328801934195,0.5541934951925638,1.826316781003965,9,0.10108497583723919,0.36187422157219234,NA,0,P72997,no,sll1504,NA,Sll1504 protein,sll1504
0.45709494922722016,0.5599279804307561,0.8163459680574887,9,0.435376256514971,0.6786747528027489,NA,0,P72998,no,sll1503,NA,Sll1503 protein,sll1503
0.6625937583746352,0.16859090136202856,3.930186937857312,9,0.003457062613471562,0.12116446869473717,NA,0.043749999999999956,P73004,no,slr1609,NA,Long-chain-fatty-acid CoA ligase,slr1609
-0.3668656063880606,0.7915625488512301,-0.46347014133056336,9,0.6540314925269031,0.8248464499483229,NA,0.0625,P73006,no,slr1042,NA,CheY subfamily,slr1042
0.3243609626303964,0.5633352165572556,0.5757867662041138,9,0.5788700119373296,0.7817803206586806,NA,0.25,P53580,no,slr0786,NA,Methionine aminopeptidase B (MAP B) (MetAP B) (EC 3.4.11.18) (Peptidase M),slr0786
0.5161886537051121,0.3025712422533303,1.706006988175462,9,0.12219421935577346,0.38695023203937207,NA,0.025000000000000022,P73007,no,slr1043,NA,Slr1043 protein,slr1043
0.23453037795860981,0.3248258147638263,0.7220189015122818,9,0.48861665629230266,0.722190721112276,NA,0.08088235294117652,P73008,no,NA,mcpA,Methyl-accepting chemotaxis protein,slr1044
-0.8965072529292479,0.665766203734439,-1.3465796970475945,9,0.2110442395427683,0.5005986883822957,NA,0,P73010,no,slr1046,tatA,Sec-independent protein translocase protein TatA,slr1046
0.0547467781715073,0.7506079446677191,0.07293658235357839,9,0.9434518231875195,0.9767131070921772,NA,0,P73013,no,sll1011,NA,Sll1011 protein,sll1011
0.32546140995011297,0.6176199835111267,0.5269606208333601,9,0.6109612197867216,0.7945055239955391,NA,0,P73018,no,slr1053,NA,Slr1053 protein,slr1053
-0.23618007914619335,1.2177863072525286,-0.19394213725316375,7,0.8517292007526704,0.9298095516425762,NA,0.125,P73019,no,NA,frpC,Iron-regulated protein,sll1009
-0.4870890319766202,0.41934482110723686,-1.1615477465311523,9,0.2752973182253826,0.5570028608042424,NA,0.03629032258064513,P73020,no,NA,chlH,Magnesium chelatase (EC 6.6.1.1),slr1055
-1.5285777421142506,0.6775109464748185,-2.256166856148448,9,0.050491904993638315,0.2798951774264695,NA,0,P73021,no,slr1056,NA,Slr1056 protein,slr1056
0.23736509153408938,0.37215872554222845,0.6378060629594343,9,0.5394860217880271,0.7558369602484738,NA,0.10416666666666663,P73023,no,sll1005,NA,Regulatory protein for beta-lactamase,sll1005
0.17545793181234198,0.2137198976890057,0.8209714383620912,9,0.43286961964342474,0.6771963164040044,NA,0.125,P73024,no,sll1004,NA,Sll1004 protein,sll1004
-0.14102444372402648,0.7580419590911754,-0.1860377806699542,9,0.8565406884136741,0.9308575059448807,NA,0,P53581,no,sll0555,NA,Methionine aminopeptidase C (MAP C) (MetAP C) (EC 3.4.11.18) (Peptidase M),sll0555
-0.1867439528368413,0.4176006713722841,-0.44718307617461217,9,0.6653108831174528,0.8289682047099913,NA,0.25,P73029,no,NA,ycf22,Ycf22 protein,sll1002
0.5170739972589794,0.28923708315862307,1.7877168156041952,9,0.10745815167110151,0.3722645068895685,NA,0,P73031,no,ssl1918,NA,Ssl1918 protein,ssl1918
0.46964263369418946,0.4944826431510002,0.9497656595213892,9,0.36703676590191536,0.6269102025888343,NA,0.25,P73032,no,slr1753,NA,Slr1753 protein,slr1753
0.6839927564224307,0.243257923255123,2.811800525424513,9,0.020317222627055376,0.21856101370589767,NA,0,P73034,no,sll1647,NA,Sll1647 protein,sll1647
0.048105620465946214,0.29627867775578304,0.16236612378025655,9,0.8746044915563245,0.943652214573929,NA,0.01388888888888884,P73037,no,NA,ytfC,Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8),slr1761
0.40615024325171273,0.31805946919512196,1.2769632178520338,9,0.2335750295042882,0.5189760113627999,NA,0,P73039,no,slr1762,NA,Slr1762 protein,slr1762
0.37006662719181466,0.14034714056378578,2.6367949194064604,9,0.0270555645780588,0.23243625192319525,NA,0.022058823529411797,P73040,no,slr1763,NA,Slr1763 protein,slr1763
0.5787119890047722,0.21126501512871773,2.7392703361329347,9,0.02287486908266967,0.2229017511957004,NA,0,P73041,no,sll1642,NA,Sll1642 protein,sll1642
0.17440463765347952,0.29065113046550445,0.600048027936979,9,0.5632754366589361,0.7737026067382226,NA,0,P73043,no,NA,gad,Glutamate decarboxylase (EC 4.1.1.15),sll1641
1.4185266615673264,0.49405595480019654,2.8711862447665455,9,0.018441006295714768,0.20980265277794866,NA,0.25,P73045,no,slr1767,NA,Slr1767 protein,slr1767
1.6378029382641826,0.34052248259770884,4.809676370764255,9,9.606817014697899e-4,0.07198487369978805,NA,0.125,P54004,no,slr0199,NA,Putative glutamine amidotransferase slr0199 (EC 2.4.2.-),slr0199
-0.29760231632011347,0.26094395322801267,-1.1404836657014572,9,0.2835243655868158,0.5647098500642995,NA,0.0357142857142857,P73046,no,sll1640,NA,Sll1640 protein,sll1640
-0.08820351775125387,0.3357177072750371,-0.2627312049375848,9,0.7986731190157941,0.9006600689892126,NA,0.03125,P73048,no,sll1638,NA,Sll1638 protein,sll1638
0.6829744852320959,0.3002684821138508,2.274546034349143,9,0.048997527146590336,0.27880107431366047,NA,0,P73049,no,slr1768,NA,Slr1768 protein,slr1768
0.11152882102201918,0.333889835981633,0.33402879933174806,9,0.7460094535215864,0.8731249732449068,NA,0.0625,P73050,no,NA,fbp,Ferripyochelin binding protein,sll1636
0.3065163316931244,0.5942110236245665,0.5158375047023481,9,0.6184000496665205,0.7998710166222316,NA,0.0625,P73054,no,sll1752,NA,Sll1752 protein,sll1752
0.8371810149777988,0.3825992710690635,2.1881406429200387,9,0.05642099077744911,0.2905279927947794,NA,0,P73066,no,NA,ycf23,Ycf23 protein,slr2032
-0.8802565258679809,0.9389634889186154,-0.937476841492265,9,0.37298721535103807,0.630746750578881,NA,0,P73076,no,sll1942,NA,Sll1942 protein,sll1942
0.5931478990325186,0.2570268503420624,2.30772737651001,9,0.046408799649239496,0.2739054642643324,NA,0,P73078,no,NA,divK,Cell division response regulator DivK,slr2041
-0.6548709204431674,0.7757565783040596,-0.8441706313014199,9,0.4204458145327643,0.6688351061344779,NA,0,P73080,no,sll1940,NA,Sll1940 protein,sll1940
1.2139312948986145,0.37511168051715366,3.23618633582673,9,0.010220877515052518,0.17383952671202244,NA,0,P73083,no,sll1938,NA,Sll1938 protein,sll1938
-0.24098662389053985,0.2287938732725369,-1.0532914209790885,9,0.3196631157854446,0.5896671906636427,NA,0.004807692307692291,P54123,no,slr0551,rnj,Ribonuclease J (RNase J) (EC 3.1.-.-),slr0551
1.4673949240303537,0.23612604051746836,6.214456147295611,9,1.561346649920914e-4,0.03769784744753495,NA,0.16666666666666663,P73085,no,NA,zntC,Periplasmic binding protein component of an ABC type zinc uptake transporter,slr2043
-0.6272541142270528,0.32070037169375104,-1.9558883293906548,9,0.08218565684953605,0.3401703473029368,NA,0.07499999999999996,P73091,no,slr2048,NA,Slr2048 protein,slr2048
0.006390495896102463,0.415005260236108,0.015398590110560845,9,0.9880501437014431,0.9925054212484992,NA,0.04166666666666663,P73094,no,slr2052,NA,Slr2052 protein,slr2052
-0.08608466532351061,0.8467800938143987,-0.1016611821089633,8,0.9215274762906929,0.9663784018438251,NA,0.5625,P73096,no,slr2053,NA,Slr2053 protein,slr2053
0.00693777483514209,0.2753666804361374,0.02519467796232191,9,0.9804494690154897,0.9887527629174674,NA,0.02777777777777779,P73103,no,slr1908,NA,Slr1908 protein,slr1908
0.7054834019671937,0.15327893081047517,4.6026117107999855,9,0.0012857377004504844,0.08435898030511818,NA,0.017857142857142905,P73104,no,slr1909,NA,NarL subfamily,slr1909
0.6524111280867098,0.5804196500797664,1.124033495414998,9,0.2900842486747315,0.5703968195130938,NA,0,P73106,no,slr1911,NA,Slr1911 protein,slr1911
-0.6806969762818471,0.36743319749167636,-1.852573422675743,9,0.09695309097386184,0.3557735759625805,NA,0,P73107,no,sll1837,NA,Sll1837 protein,sll1837
-0.6004780501792676,0.24627944745743252,-2.4381979754240577,9,0.03747524366274213,0.25965793652490393,NA,0,P73111,no,sll1835,NA,Sll1835 protein,sll1835
0.12480900258800635,0.45420495359011986,0.27478564820020773,9,0.7896846162719133,0.896223220740619,NA,0,P73113,no,slr1915,NA,Slr1915 protein,slr1915
-0.3085729602035706,0.6889909197199958,-0.4478621580803618,9,0.6648387862740843,0.8289682047099913,NA,0.125,P54147,no,sll0108,NA,Putative ammonium transporter sll0108,sll0108
0.5391784101421657,0.28145265476178355,1.9156984346035628,9,0.08765830850931011,0.34403897397469785,NA,0.15625,P73114,no,slr1916,NA,Esterase,slr1916
0.1429522613473852,0.431236404230452,0.3314939553920215,9,0.7478599938103905,0.8731249732449068,NA,0.08333333333333337,P73119,no,NA,glcF,Glycolate oxidase iron-sulfur subunit (EC 1.1.99.14),sll1831
0.01605929875991305,0.13266455533524601,0.12105191714042139,9,0.9063094462687347,0.9606880130448588,NA,0,P73120,no,sll1830,NA,Sll1830 protein,sll1830
0.13193371437472634,0.29029793151000527,0.454476935775821,9,0.6602483903261542,0.8280747972430272,NA,0.043269230769230727,P73128,no,NA,sqdB,Sulfolipid biosynthesis protein SqdB,slr1020
0.6607151687139942,0.4783754399354573,1.3811644862101162,9,0.20055265777972409,0.4880189533654429,NA,0,P73129,no,ssr1698,NA,Ssr1698 protein,ssr1698
1.0073533104913954,0.31324962173435855,3.215816526494163,9,0.010559971249878952,0.17383952671202244,NA,0.125,P73130,no,sll0995,NA,Sll0995 protein,sll0995
0.5224694700204556,0.27897602433627355,1.872811368874763,9,0.09387680242500718,0.3495227835117873,NA,0,P73135,no,slr1024,NA,Slr1024 protein,slr1024
0.9603115566826532,0.2659062612852758,3.611466507185362,9,0.005646379587918027,0.14863482632944036,NA,0,P73137,no,sll0992,NA,S-formylglutathione hydrolase (EC 3.1.2.12),sll0992
-0.4315127472782616,0.7928885740539262,-0.544228737049392,9,0.5995058327789855,0.7873418842426657,NA,0,P73139,no,slr1028,NA,Slr1028 protein,slr1028
0.837767020808495,0.7364887259780115,1.1375150647363843,8,0.2882427261731293,0.5697169863213181,NA,0.125,P73142,no,slr1032,NA,Slr1032 protein,slr1032
0.5078707442636811,0.31126472185821746,1.6316360595950175,9,0.13719213351432957,0.40678503559919754,NA,0,P15730,no,sll0772,NA,Uncharacterized protein sll0772,sll0772
0.502296047339361,0.2573387035119097,1.9518869120132742,9,0.08271566333973412,0.34058527088765433,NA,0.023026315789473673,P54205,no,slr0009,cbbL,Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39),slr0009
-0.7831189558108445,0.606910740224368,-1.2903362947924342,9,0.2290973119633708,0.5163712390598842,NA,0,P73143,no,slr1033,NA,Slr1033 protein,slr1033
0.7934688683074678,0.3315798472346162,2.392994854557709,9,0.04035875189231941,0.26544122829549865,NA,0.20833333333333337,P73146,no,slr1035,NA,Slr1035 protein,slr1035
-0.07353503979054456,0.33765807765911937,-0.21777959615342418,9,0.8324582966660408,0.9187058804750161,NA,0,P73148,no,sll0985,NA,Sll0985 protein,sll0985
1.44941089137624,0.6896367324427357,2.101701987715094,5,0.08955962256573935,0.34594501942190836,NA,0.125,P73150,no,slr1037,NA,CheY subfamily,slr1037
-0.48220406972866336,0.4349458443736617,-1.108653125363355,9,0.29632537763936506,0.5735386440394841,NA,0,P73151,no,sll0983,NA,Sll0983 protein,sll0983
0.6864179977164974,0.6190680435293373,1.1087924904073463,5,0.3179828129519504,0.5890332125534957,NA,0.125,P73153,no,sll0981,NA,Sll0981 protein,sll0981
0.43407733517342334,0.2250263379541372,1.9290067959151207,9,0.08580901645711414,0.3422122463074666,NA,0.20833333333333337,P73155,no,slr1039,NA,Slr1039 protein,slr1039
0.3206172831873827,0.19123260934000244,1.6765826931605607,9,0.12793979333529326,0.39436066254439517,NA,0.33333333333333337,P73156,no,slr1376,NA,Slr1376 protein,slr1376
0.9220822688983251,0.2988245142497787,3.0856982105811555,9,0.013019592193131313,0.18763148643015518,NA,0.0625,P73158,no,slr1378,NA,Slr1378 protein,slr1378
0.47283605096199627,0.3944892813748487,1.1986030376138446,9,0.26128978523501134,0.5425732301972597,NA,0,P54206,no,slr0012,cbbS,Ribulose bisphosphate carboxylase small subunit (RuBisCO small subunit),slr0012
0.4462907515693283,0.32279669056646476,1.3825753627961552,9,0.20013428315651627,0.48754685795864333,NA,0,P73159,no,NA,cydA,Cytochrome oxidase d subunit I,slr1379
2.094840677794326,1.1823278465557083,1.7717934022250252,8,0.11437302070510103,0.38100523032155137,NA,0.125,P73165,no,slr1383,NA,Slr1383 protein,slr1383
1.0669204714837093,0.4921082462775475,2.1680605426838744,9,0.05829732784919317,0.29649370038229067,NA,0,P73166,no,ssr2317,NA,Ssr2317 protein,ssr2317
-0.3002972250598362,0.4036781120775825,-0.7439026691695446,9,0.47590737868847643,0.7122222685193247,NA,0.125,P73167,no,slr1384,NA,Slr1384 protein,slr1384
0.7304142297721429,0.27693640938644143,2.6374799593538145,9,0.02702519672404602,0.23243625192319525,NA,0,P73168,no,slr1385,NA,Slr1385 protein,slr1385
0.2989757196509323,0.33006666805220886,0.9058040347280425,9,0.38864560178840013,0.6417391634244798,NA,0,P73171,no,ssl2559,NA,Ferredoxin,ssl2559
0.3527817838391536,0.36555758112735115,0.9650512041118173,9,0.35973254369643937,0.6213822078317669,NA,0.025000000000000022,P73172,no,sll1296,NA,Histidine kinase (EC 2.7.13.3),sll1296
0.17723383403209375,0.28697133962273863,0.6176011662526677,9,0.5521424323975552,0.7646943949011392,NA,0.02083333333333337,P73173,no,NA,pilJ,PilJ protein,sll1294
0.31712092581858453,0.8063891455746609,0.39326040976480797,9,0.7032803794091507,0.8500971085953785,NA,0.33333333333333337,P73174,no,sll1293,NA,Sll1293 protein,sll1293
0.5920230455959977,0.20378151053684365,2.905185284162275,9,0.01744745660052094,0.2049012266164049,NA,0.017857142857142905,P73175,no,sll1292,NA,CheY subfamily,sll1292
0.030579228600295875,0.30430312450213765,0.10048936779839428,9,0.9221587775456568,0.9663784018438251,NA,0.03289473684210531,P54224,no,slr0536,hemE,Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37),slr0536
0.7664681663237496,0.4058974056125783,1.8883297989229562,9,0.09158023092925216,0.34594501942190836,NA,0.0625,P73176,no,sll1291,NA,PatA subfamily,sll1291
0.39441624177498774,0.14872863822655327,2.651918598045569,9,0.02639306848801004,0.23201529336200222,NA,0.050000000000000044,P73178,no,sll1289,NA,Sll1289 protein,sll1289
0.5631899113461561,0.31890833383325456,1.7659930820140544,9,0.1112069532558202,0.3782856527890131,NA,0,P73180,no,slr1391,NA,Slr1391 protein,slr1391
0.6928986639988552,0.9611871551177746,0.7208779895877344,9,0.4892851070712676,0.722190721112276,NA,0,P73183,no,NA,hliA,High light-inducible protein,ssl2542
-0.7817168188164035,1.0234008389416698,-0.7638422689049199,9,0.46451411048943037,0.7057277591065692,NA,0,P73184,no,slr1393,NA,Sensory transduction histidine kinase,slr1393
-0.5928428027460669,1.1708637472059156,-0.5063294547813904,9,0.6247954219047451,0.8046230429256609,NA,0.125,P73185,no,slr1394,NA,Slr1394 protein,slr1394
-0.7210509575462364,0.6929240016511288,-1.0405916894610165,9,0.32521120474257237,0.5913673204231044,NA,0,P73187,no,slr1395,NA,Slr1395 protein,slr1395
0.578938685988605,0.3626626383485759,1.5963560200876101,9,0.14487375119437118,0.41807524747060903,NA,0.04166666666666663,P73189,no,slr1397,NA,Slr1397 protein,slr1397
0.8452147488564353,0.36380671241109486,2.323252210644641,9,0.0452442636307695,0.2730994024157281,NA,0.20833333333333337,P73190,no,slr1398,NA,Slr1398 protein,slr1398
0.24893161707043396,0.44710602210708,0.5567619418259947,9,0.5912635411057718,0.7855604719632229,NA,0.08333333333333337,P54225,no,slr0839,hemH,Ferrochelatase (EC 4.99.1.1) (Heme synthase) (Protoheme ferro-lyase),slr0839
0.4803545423203703,0.2577079783945925,1.8639490531599685,9,0.09521248791337555,0.3524646273181688,NA,0,P73192,no,sll1284,NA,Serine esterase,sll1284
-0.07053899448895821,0.16538686469998867,-0.42650904965709197,9,0.679757207630133,0.838336336912105,NA,0.03676470588235292,P73193,no,NA,spoIID,Sporulation protein SpoIID,sll1283
0.6202746292420777,0.4998342233014454,1.2409607032209873,9,0.24599191146253174,0.5298450525679009,NA,0.03125,P73195,no,sll1584,NA,Sll1584 protein,sll1584
0.03342318568421453,0.16077763767793307,0.2078845426947202,9,0.8399471507737162,0.9236360569846808,NA,0.014705882352941124,P73196,no,NA,lig,DNA ligase,sll1583
0.5480828884818553,0.2902783340285127,1.8881288206236555,9,0.09160963308693804,0.34594501942190836,NA,0.050000000000000044,P73197,no,sll1582,NA,Sll1582 protein,sll1582
0.028419352869139634,0.13157681623791972,0.2159905801167222,9,0.8338109769748263,0.9197316004905064,NA,0.043749999999999956,P73198,no,NA,gumB,GumB protein,sll1581
0.01795896887677455,0.1263995781394106,0.14208092417022913,9,0.8901458310769061,0.9517884590992151,NA,0,P73200,no,slr1702,NA,Slr1702 protein,slr1702
1.9211341910593276,0.3255457519794561,5.901272492047639,9,2.2871037122063065e-4,0.04969876366624304,NA,0,P73207,no,slr1704,NA,Slr1704 protein,slr1704
0.6686339128054489,0.28094639932701637,2.379934088520464,9,0.04123214604582737,0.26544122829549865,NA,0,P73213,no,ssr2857,NA,Ssr2857 protein,ssr2857
1.3436173739048942,0.9358086118264104,1.435782228251316,5,0.21054708579838177,0.5004219694300324,NA,0.375,P73214,no,slr1708,NA,Lysostaphin,slr1708
1.0772758439410466,0.32317043823632063,3.3334603555331417,9,0.008750754735784572,0.16826890180783413,NA,0.1428571428571429,P54261,no,sll0171,gcvT,Aminomethyltransferase (EC 2.1.2.10) (Glycine cleavage system T protein),sll0171
-0.11319935542264815,0.25284572376732095,-0.4477012849417175,9,0.6649506109705385,0.8289682047099913,NA,0,P73217,no,sll1570,NA,Sll1570 protein,sll1570
-0.08880959050639382,0.3978103105942336,-0.22324607518023729,9,0.8283287032174469,0.9164756986209328,NA,0,P73218,no,NA,mrcB,Peptidoglycan glycosyltransferase (EC 2.4.1.129),slr1710
-0.10279359610173001,0.29139529181436097,-0.35276340760926456,9,0.732386446659449,0.8688376757792924,NA,0.125,P73219,no,sll1568,NA,Fibrillin,sll1568
