log2FC,SE,Tvalue,DF,pvalue,adj.pvalue,issue,MissingPercentage,Entry,ambig,gene_names_ordered_locus,gene_names_primary,Protein.names,locus_tag
0.5083370181574539,0.32463481760923646,1.5658733770489774,9,0.1518194298595832,0.3212881910496627,NA,0.050000000000000044,P73130,no,sll0995,NA,Sll0995 protein,sll0995
0.08460022454279092,0.4169128230717531,0.20292065837521803,9,0.8437104290206774,0.916560927912021,NA,0,P73135,no,slr1024,NA,Slr1024 protein,slr1024
-0.21768189001424082,0.33963346592113247,-0.6409318040077638,9,0.5375433619477492,0.7110292391533797,NA,0,P73137,no,sll0992,NA,S-formylglutathione hydrolase (EC 3.1.2.12),sll0992
-0.12213848738993416,1.42752452328818,-0.08555964216194245,7,0.9342122550477281,0.9645206679023299,NA,0.125,P73139,no,slr1028,NA,Slr1028 protein,slr1028
-0.6157272027220669,0.5247048483838517,-1.1734734386742833,6,0.28507495633521884,0.4804534310820978,NA,0.25,P73142,no,slr1032,NA,Slr1032 protein,slr1032
0.4709379374495616,0.699075834752848,0.6736578694871601,9,0.5174537976377767,0.695630483791588,NA,0,P73143,no,slr1033,NA,Slr1033 protein,slr1033
-0.6118591793275698,0.3589006697110912,-1.7048148163671744,9,0.12242234828173015,0.28248950521424965,NA,0.20833333333333337,P73146,no,slr1035,NA,Slr1035 protein,slr1035
-0.1596658401612639,0.2786152864878541,-0.5730692029642973,9,0.5806315509288613,0.7465755651871989,NA,0,P15730,no,sll0772,NA,Uncharacterized protein sll0772,sll0772
-3.808320241904853,0.380777115630266,-10.001442013134861,9,3.573945400958678e-6,2.9746222491056074e-4,NA,0.10855263157894735,P54205,no,slr0009,cbbL,Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39),slr0009
0.08613054153361925,0.43878948841531573,0.19629125994945532,9,0.8487429118246312,0.9197194097088143,NA,0,P73148,no,sll0985,NA,Sll0985 protein,sll0985
-1.3037739034962608,0.6743646959681925,-1.9333365333195844,6,0.10137415446985742,0.2521536439916913,NA,0.25,P73150,no,slr1037,NA,CheY subfamily,slr1037
-0.06639101832955378,0.8490469854551329,-0.07819475184163663,9,0.9393840424054507,0.9675521502929059,NA,0,P73151,no,sll0983,NA,Sll0983 protein,sll0983
-0.3954222967635805,0.5916758058323002,-0.668309051791203,8,0.5227471227759837,0.6995824203384222,NA,0.125,P73155,no,slr1039,NA,Slr1039 protein,slr1039
-0.84661438220613106,0.2878750760857434,-2.940908930768176,9,0.016462392495807165,0.07661208034607893,NA,0,P73156,no,slr1376,NA,Slr1376 protein,slr1376
0.14229938525760524,0.14864430494771363,0.9573147474951008,9,0.3634159500847933,0.5644706272741472,NA,0.125,P73158,no,slr1378,NA,Slr1378 protein,slr1378
-0.20788980892302578,0.24954011691994904,-0.8330917348640803,9,0.4263479849535452,0.6187907709184922,NA,0,P73159,no,NA,cydA,Cytochrome oxidase d subunit I,slr1379
3.3033709697890425,0.710875214192679,4.6469069448997296,8,0.001651306862848756,0.017778249010968694,NA,0.125,P73165,no,slr1383,NA,Slr1383 protein,slr1383
1.355281961866654,0.4323608570465938,3.134608371175008,9,0.012032047772691179,0.06413140734015692,NA,0,P73166,no,ssr2317,NA,Ssr2317 protein,ssr2317
-3.774646014616206,0.3920901898837662,-9.626984076636008,9,4.905592707604711e-6,3.5385675397521987e-4,NA,0.15000000000000002,P54206,no,slr0012,cbbS,Ribulose bisphosphate carboxylase small subunit (RuBisCO small subunit),slr0012
0.6549011680155445,0.7151427165182073,0.9157629000320959,9,0.38367212348458457,0.5818265418504842,NA,0.125,P73167,no,slr1384,NA,Slr1384 protein,slr1384
-0.33866643003113817,0.2319928489406988,-1.4598140915873958,9,0.1783472327406177,0.3576862017151962,NA,0.07499999999999996,P73168,no,slr1385,NA,Slr1385 protein,slr1385
-0.17526758527634123,0.2714597117031326,-0.6456486090577347,9,0.5346196735292341,0.7093298427451027,NA,0.04166666666666663,P73171,no,ssl2559,NA,Ferredoxin,ssl2559
-0.48109513197805487,0.5026210476698758,-0.9571726735447831,9,0.3634838510757463,0.5644706272741472,NA,0.15000000000000002,P73172,no,sll1296,NA,Histidine kinase (EC 2.7.13.3),sll1296
-0.014819952754107534,0.1710923861293855,-0.08661959242826982,9,0.9328704105698056,0.9635950207508637,NA,0.05208333333333337,P73173,no,NA,pilJ,PilJ protein,sll1294
-0.176618350876683,0.4715674325316237,-0.3745346660784062,9,0.7166791160690282,0.8392281424098361,NA,0.20833333333333337,P73174,no,sll1293,NA,Sll1293 protein,sll1293
-0.3664871266170615,0.29594465415012333,-1.2383637328051016,9,0.24690822582100758,0.43937414940923236,NA,0.0357142857142857,P73175,no,sll1292,NA,CheY subfamily,sll1292
0.049981988526825304,0.3927162145486606,0.12727253593098622,9,0.9015229552388244,0.9504978483029329,NA,0,P73176,no,sll1291,NA,PatA subfamily,sll1291
-0.127275811766225,0.2866428750159231,-0.4440222411220051,9,0.6675103396942546,0.8040692216338451,NA,0.07499999999999996,P73178,no,sll1289,NA,Sll1289 protein,sll1289
0.15506786404592526,0.24698208746916936,0.6278506495548277,9,0.5457007690133899,0.7191817686632008,NA,0,P73180,no,slr1391,NA,Slr1391 protein,slr1391
-0.7944535684946396,0.13799100984975096,-5.757284980809011,9,2.7377356874813685e-4,0.006107690750216166,NA,0.08552631578947367,P54224,no,slr0536,hemE,Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37),slr0536
-1.2129838736642085,0.6629402360166013,-1.8297032036441863,8,0.10468469392795599,0.2574291791592008,NA,0.125,P73183,no,NA,hliA,High light-inducible protein,ssl2542
-1.1707890518851587,0.77888764068917,-1.5031552572194227,9,0.16704995224946972,0.343301136436707,NA,0,P73184,no,slr1393,NA,Sensory transduction histidine kinase,slr1393
0.30013157171814436,0.6434133911143586,0.46646771090407685,4,0.6651525859006391,0.8036796180284662,NA,0.625,P73185,no,slr1394,NA,Slr1394 protein,slr1394
-0.5579533524878842,0.9971109101129597,-0.5595700005174704,8,0.5910906461973968,0.7528182608128363,NA,0.125,P73187,no,slr1395,NA,Slr1395 protein,slr1395
0.3906268098346141,0.307052339273313,1.272183142323856,9,0.2351931035830097,0.42590617251350044,NA,0.25,P73189,no,slr1397,NA,Slr1397 protein,slr1397
-0.8051979447829991,0.3382062981083684,-2.3807893267705995,8,0.0444908312550929,0.1506700451267935,NA,0.125,P73190,no,slr1398,NA,Slr1398 protein,slr1398
-0.6308779433834331,0.28936340034053737,-2.1802271560293534,9,0.05715332639594872,0.17593143431128455,NA,0.15625,P73192,no,sll1284,NA,Serine esterase,sll1284
-0.11957167189554295,0.23474529435648236,-0.5093677052114295,9,0.6227481667472956,0.7762828530190944,NA,0.07352941176470584,P73193,no,NA,spoIID,Sporulation protein SpoIID,sll1283
0.022053411470806646,0.5233040141104958,0.042142637694634735,9,0.9673051235552466,0.9811404594784588,NA,0.21875,P73195,no,sll1584,NA,Sll1584 protein,sll1584
-0.0367040947708551,0.18195383571319682,-0.20172201716434063,9,0.8446197894308296,0.916628497657129,NA,0.2222222222222222,P54225,no,slr0839,hemH,Ferrochelatase (EC 4.99.1.1) (Heme synthase) (Protoheme ferro-lyase),slr0839
0.22804641686444882,0.11524962622632293,1.9787171926841634,9,0.07922303146707166,0.21465235438478858,NA,0.0404411764705882,P73196,no,NA,lig,DNA ligase,sll1583
0.12560823090068057,0.30338455817814036,0.4140231515241667,9,0.6885497844745465,0.8200449827203735,NA,0.050000000000000044,P73197,no,sll1582,NA,Sll1582 protein,sll1582
-0.7697825948001781,0.2154954167381708,-3.572152978712638,9,0.006003984515255745,0.04137777863380074,NA,0.09999999999999998,P73198,no,NA,gumB,GumB protein,sll1581
-0.4409681517698156,0.20905938295616477,-2.1092961508562236,9,0.06414303750051209,0.1888510655117118,NA,0.02083333333333337,P73200,no,slr1702,NA,Slr1702 protein,slr1702
0.17745340375851423,0.44484996058157833,0.39890619193608345,9,0.6992615564537812,0.827953750076788,NA,0,P73207,no,slr1704,NA,Slr1704 protein,slr1704
0.08268316429291249,0.3142619165781674,0.26310271760958487,9,0.7983956209552117,0.8901226809619155,NA,0.125,P73213,no,ssr2857,NA,Ssr2857 protein,ssr2857
-0.1712799667700003,0.30508699548655593,-0.5614135289406262,5,0.5987453926956168,0.7572676971322704,NA,0.125,P73214,no,slr1708,NA,Lysostaphin,slr1708
-0.011556630588592236,0.16571035091100397,-0.06973994397488673,9,0.9459256344547702,0.9708317799896798,NA,0,P73217,no,sll1570,NA,Sll1570 protein,sll1570
0.02124915124975526,0.480045914717356,0.04426483092198888,9,0.9656598605979327,0.980613767402124,NA,0,P73218,no,NA,mrcB,Peptidoglycan glycosyltransferase (EC 2.4.1.129),slr1710
-0.2488658896196996,0.32456739277276725,-0.7667618348647025,9,0.4628609488571582,0.6491452322274079,NA,0.125,P73219,no,sll1568,NA,Fibrillin,sll1568
0.43774984965464875,0.40223069932636707,1.08830541872554,9,0.304743482692559,0.5045638076103273,NA,0.1964285714285714,P54261,no,sll0171,gcvT,Aminomethyltransferase (EC 2.1.2.10) (Glycine cleavage system T protein),sll0171
0.7762803435990574,0.5039184142139208,1.5404881459035449,9,0.15782882628979467,0.32999186482233395,NA,0.29166666666666663,P73220,no,sll1927,NA,ABC transporter,sll1927
-0.35293467545787366,0.28675611032553583,-1.2307834523812222,9,0.24959889103901922,0.44236855053926094,NA,0.011363636363636354,P73222,no,slr2005,NA,Slr2005 protein,slr2005
-2.05565956012165,1.3411257451247454,-1.532786591857158,8,0.16386813122499522,0.33869210694449825,NA,0,P73223,no,sll1925,NA,Sll1925 protein,sll1925
-0.44377076829924117,0.7027766727852964,-0.6314534694790823,7,0.547801843488271,0.7206341576344185,NA,0.25,P73231,no,slr2011,NA,Slr2011 protein,slr2011
-0.5388182298158996,0.17567044972539506,-3.0672103968434685,9,0.013414340278992354,0.0677001365714262,NA,0.0357142857142857,P73235,no,slr2015,NA,Slr2015 protein,slr2015
-0.8308302603226264,0.549832076867298,-1.5110618228320416,8,0.1692190103778688,0.3465878736261894,NA,0.125,P73236,no,slr2016,NA,Slr2016 protein,slr2016
