"","id","experiment_id","channel_id","time","od_led","od_value","od_raw","od_repeats","intensity","flash","background","temperature","batchtime_h","od_corr","dilution"
"23",23,1,7,"2024-03-04 19:00:00",680,0.406367540359497,0.406367540359497,2,0,1194,10,21.4987392425537,0.25,0.377571689877944,NA
"24",24,1,8,"2024-03-04 19:00:00",680,0.349919706583023,0.349919706583023,2,0,1358,11,21.4987392425537,0.25,0.322350405636382,NA
"25",25,1,1,"2024-03-04 19:00:00",720,0.178545325994492,0.178545325994492,2,0,2012,12,21.4987392425537,0.25,0.185471616440713,1
"26",26,1,2,"2024-03-04 19:00:00",720,0.310920566320419,0.310920566320419,2,0,1488,12,21.4987392425537,0.25,0.335145017863505,0
"27",27,1,3,"2024-03-04 19:00:00",720,0.176594883203506,0.176594883203506,2,0,2024,13,21.4987392425537,0.25,0.183391257611252,1
"28",28,1,4,"2024-03-04 19:00:00",720,0.350845038890839,0.350845038890839,2,0,1349,12,21.4987392425537,0.25,0.384236560512853,1
"29",29,1,5,"2024-03-04 19:00:00",720,0.205691501498222,0.205691501498222,2,0,1874,12,21.4987392425537,0.25,0.214750862766369,0
"30",30,1,6,"2024-03-04 19:00:00",720,0.198918804526329,0.198918804526329,2,0,1901,11,21.4987392425537,0.25,0.207387044305524,1
"31",31,1,7,"2024-03-04 19:00:00",720,0.259187996387482,0.259187996387482,2,0,1653,9,21.4987392425537,0.25,0.274458905492672,1
"32",32,1,8,"2024-03-04 19:00:00",720,0.206964761018753,0.206964761018753,2,0,1875,11,21.4987392425537,0.25,0.216139825508256,NA
"33",33,1,1,"2024-03-04 19:15:00",680,0.350884169340134,0.350884169340134,2,0,1354,14,21.6317806243896,0.5,0.323280372056651,NA
"34",34,1,2,"2024-03-04 19:15:00",680,0.440425992012024,0.440425992012024,2,0,1096,14,21.6339626312256,0.5,0.411714762846091,NA
"35",35,1,3,"2024-03-04 19:15:00",680,0.33491975069046,0.33491975069046,2,0,1394,14,21.6361446380615,0.5,0.30794458409844,NA
"36",36,1,4,"2024-03-04 19:15:00",680,0.490073055028915,0.490073055028915,2,0,983,14,21.6361446380615,0.5,0.462685236114886,NA
"37",37,1,5,"2024-03-04 19:15:00",680,0.323191910982132,0.323191910982132,2,0,1437,14,21.6405086517334,0.5,0.296755099955186,NA
"38",38,1,6,"2024-03-04 19:15:00",680,0.332453012466431,0.332453012466431,2,0,1400,14,21.6426906585693,0.5,0.305585773666201,NA
"39",39,1,7,"2024-03-04 19:15:00",680,0.38805228471756,0.38805228471756,2,0,1248,13,21.6448726654053,0.5,0.35947335711164,NA
"40",40,1,8,"2024-03-04 19:15:00",680,0.322738170623779,0.322738170623779,2,0,1450,16,21.6470546722412,0.5,0.296323461465578,NA
"41",41,1,1,"2024-03-04 19:15:00",720,0.178545325994492,0.178545325994492,2,0,2014,14,21.6317806243896,0.5,0.185471616440713,1
"42",42,1,2,"2024-03-04 19:15:00",720,0.300742506980896,0.300742506980896,2,0,1525,14,21.6339626312256,0.5,0.32295522919757,0
"43",43,1,3,"2024-03-04 19:15:00",720,0.168465003371239,0.168465003371239,2,0,2064,15,21.6361446380615,0.5,0.174751291556335,1
"44",44,1,4,"2024-03-04 19:15:00",720,0.355088502168655,0.355088502168655,2,0,1338,14,21.6405086517334,0.5,0.389579025406828,0
"45",45,1,5,"2024-03-04 19:15:00",720,0.191240444779396,0.191240444779396,2,0,1939,14,21.6426906585693,0.5,0.199086890255047,0
"46",46,1,6,"2024-03-04 19:15:00",720,0.198689073324203,0.198689073324203,2,0,1905,14,21.6448726654053,0.5,0.207137971496439,1
"47",47,1,7,"2024-03-04 19:15:00",720,0.247717350721359,0.247717350721359,2,0,1702,14,21.6470546722412,0.5,0.261411951027004,0
"48",48,1,8,"2024-03-04 19:15:00",720,0.18916143476963,0.18916143476963,2,0,1958,16,21.6492366790771,0.5,0.196848137164359,NA
"49",49,1,1,"2024-03-04 19:30:00",680,0.351857572793961,0.351857572793961,2,0,1352,15,26.3406162261963,0.75,0.324219419073241,NA
"50",50,1,2,"2024-03-04 19:30:00",680,0.417748391628265,0.417748391628265,2,0,1156,16,26.3449764251709,0.75,0.388909035989415,NA
"51",51,1,3,"2024-03-04 19:30:00",680,0.3271224796772,0.3271224796772,2,0,1421,16,26.3471584320068,0.75,0.300498153134967,NA
"52",52,1,4,"2024-03-04 19:30:00",680,0.46864902973175,0.46864902973175,2,0,1033,15,26.3493404388428,0.75,0.440510066403867,NA
"53",53,1,5,"2024-03-04 19:30:00",680,0.318034321069717,0.318034321069717,2,0,1455,15,26.3537044525146,0.75,0.291854247323,NA
"54",54,1,6,"2024-03-04 19:30:00",680,0.332453012466431,0.332453012466431,2,0,1401,15,26.3558864593506,0.75,0.305585773666201,NA
"55",55,1,7,"2024-03-04 19:30:00",680,0.351643234491348,0.351643234491348,2,0,1358,15,26.3602466583252,0.75,0.324012606178749,NA
"56",56,1,8,"2024-03-04 19:30:00",680,0.314934462308884,0.314934462308884,2,0,1476,16,26.3646087646484,0.75,0.288914467803966,NA
"57",57,1,1,"2024-03-04 19:30:00",720,0.179632395505905,0.179632395505905,2,0,2010,15,26.3449764251709,0.75,0.186632389303505,1
"58",58,1,2,"2024-03-04 19:30:00",720,0.288835465908051,0.288835465908051,2,0,1569,16,26.3471584320068,0.75,0.308854245910153,0
"59",59,1,3,"2024-03-04 19:30:00",720,0.162988841533661,0.162988841533661,2,0,2091,16,26.3493404388428,0.75,0.168959185224235,1
"60",60,1,4,"2024-03-04 19:30:00",720,0.341843813657761,0.341843813657761,2,0,1380,15,26.3537044525146,0.75,0.372985282626288,0
"61",61,1,5,"2024-03-04 19:30:00",720,0.187869444489479,0.187869444489479,2,0,1955,15,26.3558864593506,0.75,0.195458691405885,0
"62",62,1,6,"2024-03-04 19:30:00",720,0.198229983448982,0.198229983448982,2,0,1908,15,26.3602466583252,0.75,0.206640367646203,1
"63",63,1,7,"2024-03-04 19:30:00",720,0.22466978430748,0.22466978430748,2,0,1794,14,26.3646087646484,0.75,0.235609220737255,0
"64",64,1,8,"2024-03-04 19:30:00",720,0.183827176690102,0.183827176690102,2,0,1982,16,26.368968963623,0.75,0.191120389850486,NA
"65",65,1,1,"2024-03-04 19:45:00",680,0.353158831596375,0.353158831596375,2,0,1334,1,30.2184810638428,1,0.325475472747066,NA
"66",66,1,2,"2024-03-04 19:45:00",680,0.655767858028412,0.655767858028412,2,0,660,1,30.2206630706787,1,0.644347018808571,NA
"67",67,1,3,"2024-03-04 19:45:00",680,0.328050792217255,0.328050792217255,2,0,1403,1,30.2250232696533,1,0.30138321567666,NA
"68",68,1,4,"2024-03-04 19:45:00",680,0.401580393314362,0.401580393314362,2,0,1189,1,30.2250232696533,1,0.372823911699411,NA
"69",69,1,5,"2024-03-04 19:45:00",680,0.384729862213135,0.384729862213135,2,0,1236,1,30.2250232696533,1,0.356209329605825,NA
"70",70,1,6,"2024-03-04 19:45:00",680,0.437188357114792,0.437188357114792,2,0,1090,1,30.2250232696533,1,0.408441039656851,NA
"71",71,1,7,"2024-03-04 19:45:00",680,0.267531633377075,0.267531633377075,2,0,1631,1,30.2250232696533,1,0.244471291766868,NA
"72",72,1,8,"2024-03-04 19:45:00",680,0.309319138526917,0.309319138526917,2,0,1480,1,30.2228450775146,1,0.283600024003001,NA
"73",73,1,1,"2024-03-04 19:45:00",720,0.1805040538311,0.1805040538311,2,0,1992,1,30.2206630706787,1,0.187563820944853,1
"74",74,1,2,"2024-03-04 19:45:00",720,0.524319171905518,0.524319171905518,2,0,904,1,30.2250232696533,1,0.625446631764841,0
"75",75,1,3,"2024-03-04 19:45:00",720,0.165297240018845,0.165297240018845,2,0,2065,1,30.2250232696533,1,0.171398121384743,1
"76",76,1,4,"2024-03-04 19:45:00",720,0.288610517978668,0.288610517978668,2,0,1544,1,30.2250232696533,1,0.308589474719741,1
"77",77,1,5,"2024-03-04 19:45:00",720,0.256873190402985,0.256873190402985,2,0,1656,1,30.2250232696533,1,0.27181464316159,1
"78",78,1,6,"2024-03-04 19:45:00",720,0.310433208942413,0.310433208942413,2,0,1463,1,30.2250232696533,1,0.33455841605398,0
"79",79,1,7,"2024-03-04 19:45:00",720,0.153905764222145,0.153905764222145,2,0,2096,1,30.2250232696533,1,0.159398570737413,0
"80",80,1,8,"2024-03-04 19:45:00",720,0.180745482444763,0.180745482444763,2,0,1981,1,30.2228450775146,1,0.187821912012559,NA
"81",81,1,1,"2024-03-04 20:00:00",680,0.358733087778091,0.358733087778091,2,0,1317,1,29.915319442749,1.25,0.330865496768116,NA
"82",82,1,2,"2024-03-04 20:00:00",680,0.655767858028412,0.655767858028412,2,0,660,1,29.915319442749,1.25,0.644347018808571,NA
"83",83,1,3,"2024-03-04 20:00:00",680,0.335549592971802,0.335549592971802,2,0,1379,1,29.9131374359131,1.25,0.308547326278791,NA
"84",84,1,4,"2024-03-04 20:00:00",680,0.377407193183899,0.377407193183899,2,0,1257,1,29.9109554290771,1.25,0.349035651753266,NA
"85",85,1,5,"2024-03-04 20:00:00",680,0.351240992546082,0.351240992546082,2,0,1335,1,29.9109554290771,1.25,0.323624547461275,NA
"86",86,1,6,"2024-03-04 20:00:00",680,0.437587380409241,0.437587380409241,2,0,1089,1,29.9109554290771,1.25,0.408844187077093,NA
"87",87,1,7,"2024-03-04 20:00:00",680,0.271815717220306,0.271815717220306,2,0,1615,1,29.9065914154053,1.25,0.248450324687752,NA
"88",88,1,8,"2024-03-04 20:00:00",680,0.310789823532104,0.310789823532104,2,0,1475,1,29.9065914154053,1.25,0.28499055822411,NA
"89",89,1,1,"2024-03-04 20:00:00",720,0.184228152036667,0.184228152036667,2,0,1975,1,29.915319442749,1.25,0.191550134614654,1
"90",90,1,2,"2024-03-04 20:00:00",720,0.532573223114014,0.532573223114014,2,0,887,1,29.915319442749,1.25,0.638239430663308,0
"91",91,1,3,"2024-03-04 20:00:00",720,0.170163944363594,0.170163944363594,2,0,2042,1,29.9131374359131,1.25,0.176552710064639,1
"92",92,1,4,"2024-03-04 20:00:00",720,0.274215757846832,0.274215757846832,2,0,1596,1,29.9109554290771,1.25,0.29176879980409,1
"93",93,1,5,"2024-03-04 20:00:00",720,0.236622080206871,0.236622080206871,2,0,1735,1,29.9109554290771,1.25,0.248923308423578,1
"94",94,1,6,"2024-03-04 20:00:00",720,0.312517583370209,0.312517583370209,2,0,1456,1,29.9087734222412,1.25,0.337069323472244,0
"95",95,1,7,"2024-03-04 20:00:00",720,0.156609103083611,0.156609103083611,2,0,2083,1,29.9065914154053,1.25,0.162238152635116,0
"96",96,1,8,"2024-03-04 20:00:00",720,0.181623741984367,0.181623741984367,2,0,1977,1,29.9044094085693,1.25,0.188761177383163,NA
"97",97,1,1,"2024-03-04 20:15:00",680,0.36337798833847,0.36337798833847,2,0,1303,1,30.3515224456787,1.5,0.335368636945741,NA
"98",98,1,2,"2024-03-04 20:15:00",680,0.659740090370178,0.659740090370178,2,0,654,1,30.3493404388428,1.5,0.648940460349109,NA
"99",99,1,3,"2024-03-04 20:15:00",680,0.340302973985672,0.340302973985672,2,0,1364,1,30.3471584320068,1.5,0.313102224986057,NA
"100",100,1,4,"2024-03-04 20:15:00",680,0.359125524759293,0.359125524759293,2,0,1311,1,30.3449764251709,1.5,0.331245541693389,NA
"101",101,1,5,"2024-03-04 20:15:00",680,0.320757210254669,0.320757210254669,2,0,1432,1,30.342794418335,1.5,0.294440092257654,NA
"102",102,1,6,"2024-03-04 20:15:00",680,0.403070956468582,0.403070956468582,2,0,1179,1,30.3406162261963,1.5,0.374300890204668,NA
"103",103,1,7,"2024-03-04 20:15:00",680,0.276414334774017,0.276414334774017,2,0,1598,1,30.3406162261963,1.5,0.252729430266396,NA
"104",104,1,8,"2024-03-04 20:15:00",680,0.314637094736099,0.314637094736099,2,0,1462,1,30.3406162261963,1.5,0.288632682635886,NA
"105",105,1,1,"2024-03-04 20:15:00",720,0.188428536057472,0.188428536057472,2,0,1956,1,30.3493404388428,1.5,0.196059785492966,1
"106",106,1,2,"2024-03-04 20:15:00",720,0.543996155261993,0.543996155261993,2,0,864,1,30.3471584320068,1.5,0.656167462985668,0
"107",107,1,3,"2024-03-04 20:15:00",720,0.173581928014755,0.173581928014755,2,0,2026,1,30.3449764251709,1.5,0.180183410363671,1
"108",108,1,4,"2024-03-04 20:15:00",720,0.26372441649437,0.26372441649437,2,0,1635,1,30.3449764251709,1.5,0.279657890728005,1
"109",109,1,5,"2024-03-04 20:15:00",720,0.217273354530334,0.217273354530334,2,0,1814,1,30.342794418335,1.5,0.227439877718599,1
"110",110,1,6,"2024-03-04 20:15:00",720,0.292110741138458,0.292110741138458,2,0,1526,1,30.3406162261963,1.5,0.312716128489896,0
"111",111,1,7,"2024-03-04 20:15:00",720,0.16016973555088,0.16016973555088,2,0,2066,1,30.3406162261963,1.5,0.16598578553852,0
"112",112,1,8,"2024-03-04 20:15:00",720,0.185154616832733,0.185154616832733,2,0,1961,1,30.3406162261963,1.5,0.192543571403071,NA
"113",113,1,1,"2024-03-04 20:30:00",680,0.36773607134819,0.36773607134819,2,0,1290,1,30.1421413421631,1.75,0.339603529422437,NA
"114",114,1,2,"2024-03-04 20:30:00",680,0.640232503414154,0.640232503414154,2,0,684,1,30.144323348999,1.75,0.626495593412212,NA
"115",115,1,3,"2024-03-04 20:30:00",680,0.343822151422501,0.343822151422501,2,0,1353,1,30.144323348999,1.75,0.316481375993653,NA
"116",116,1,4,"2024-03-04 20:30:00",680,0.340628325939178,0.340628325939178,2,0,1368,1,30.146505355835,1.75,0.313414383352049,NA
"117",117,1,5,"2024-03-04 20:30:00",680,0.292557805776596,0.292557805776596,2,0,1528,1,30.1486873626709,1.75,0.267818342339362,NA
"118",118,1,6,"2024-03-04 20:30:00",680,0.376958936452866,0.376958936452866,2,0,1252,1,30.1486873626709,1.75,0.348597415789539,NA
"119",119,1,7,"2024-03-04 20:30:00",680,0.280238300561905,0.280238300561905,2,0,1584,1,30.1486873626709,1.75,0.256294065063091,NA
"120",120,1,8,"2024-03-04 20:30:00",680,0.318218916654587,0.318218916654587,2,0,1450,1,30.1508693695068,1.75,0.292029446374657,NA
"121",121,1,1,"2024-03-04 20:30:00",720,0.190209344029427,0.190209344029427,2,0,1948,1,30.144323348999,1.75,0.197976111380961,1
"122",122,1,2,"2024-03-04 20:30:00",720,0.542488992214203,0.542488992214203,2,0,867,1,30.144323348999,1.75,0.653786938160475,0
"123",123,1,3,"2024-03-04 20:30:00",720,0.176163166761398,0.176163166761398,2,0,2014,1,30.146505355835,1.75,0.182931185870244,1
"124",124,1,4,"2024-03-04 20:30:00",720,0.252702414989471,0.252702414989471,2,0,1677,1,30.1486873626709,1.75,0.267064822179457,0
"125",125,1,5,"2024-03-04 20:30:00",720,0.19875006377697,0.19875006377697,2,0,1893,1,30.1486873626709,1.75,0.207204092387345,1
"126",126,1,6,"2024-03-04 20:30:00",720,0.276723504066467,0.276723504066467,2,0,1581,1,30.1486873626709,1.75,0.294682013206955,0
"127",127,1,7,"2024-03-04 20:30:00",720,0.163335964083672,0.163335964083672,2,0,2051,1,30.1508693695068,1.75,0.169325694010606,0
"128",128,1,8,"2024-03-04 20:30:00",720,0.186708465218544,0.186708465218544,2,0,1954,1,30.1508693695068,1.75,0.194211317165305,NA
"129",129,1,1,"2024-03-04 20:45:00",680,0.373160570859909,0.373160570859909,2,0,1280,7,29.8738765716553,2,0.344888100659689,NA
"130",130,1,2,"2024-03-04 20:45:00",680,0.638329148292542,0.638329148292542,2,0,692,6,29.8716945648193,2,0.624320807705523,NA
"131",131,1,3,"2024-03-04 20:45:00",680,0.344143450260162,0.344143450260162,2,0,1355,4,29.8716945648193,2,0.316790185774101,NA
"132",132,1,4,"2024-03-04 20:45:00",680,0.249281749129295,0.249281749129295,2,0,1690,3,29.8716945648193,2,0.227597906681997,NA
"133",133,1,5,"2024-03-04 20:45:00",680,0.211815074086189,0.211815074086189,2,0,1842,3,29.8695125579834,2,0.193312053055298,NA
"134",134,1,6,"2024-03-04 20:45:00",680,0.385371744632721,0.385371744632721,2,0,1230,3,29.8695125579834,2,0.356839480243899,NA
"135",135,1,7,"2024-03-04 20:45:00",680,0.284650236368179,0.284650236368179,2,0,1571,4,29.8716945648193,2,0.260414081225217,NA
"136",136,1,8,"2024-03-04 20:45:00",680,0.318218916654587,0.318218916654587,2,0,1461,12,29.8716945648193,2,0.292029446374657,NA
"137",137,1,1,"2024-03-04 20:45:00",720,0.194243058562279,0.194243058562279,2,0,1936,7,29.8716945648193,2,0.202326644023672,1
"138",138,1,2,"2024-03-04 20:45:00",720,0.548549056053162,0.548549056053162,2,0,860,6,29.8716945648193,2,0.663386769351672,0
"139",139,1,3,"2024-03-04 20:45:00",720,0.175947487354279,0.175947487354279,2,0,2018,4,29.8716945648193,2,0.182701394677888,1
"140",140,1,4,"2024-03-04 20:45:00",720,0.20074450969696,0.20074450969696,2,0,1892,3,29.8695125579834,2,0.209368102296859,0
"141",141,1,5,"2024-03-04 20:45:00",720,0.116784997284412,0.116784997284412,2,0,2288,3,29.8695125579834,2,0.120841657695286,1
"142",142,1,6,"2024-03-04 20:45:00",720,0.295254737138748,0.295254737138748,2,0,1516,2,29.8716945648193,2,0.31643521439677,0
"143",143,1,7,"2024-03-04 20:45:00",720,0.165885627269745,0.165885627269745,2,0,2043,5,29.8716945648193,2,0.172020393965375,0
"144",144,1,8,"2024-03-04 20:45:00",720,0.186930894851685,0.186930894851685,2,0,1965,13,29.8716945648193,2,0.194450212993542,NA
"145",145,1,1,"2024-03-04 21:00:00",680,0.371798098087311,0.371798098087311,2,0,1278,1,30.1072444915771,2.25,0.343559367592428,NA
"146",146,1,2,"2024-03-04 21:00:00",680,0.142821222543716,0.142821222543716,2,0,2148,1,30.1050624847412,2.25,0.131082372966505,NA
"147",147,1,3,"2024-03-04 21:00:00",680,0.348992347717285,0.348992347717285,2,0,1337,1,30.1007022857666,2.25,0.321456642636299,NA
"148",148,1,4,"2024-03-04 21:00:00",680,0.172337353229523,0.172337353229523,2,0,2015,1,30.1007022857666,2.25,0.157601988931892,NA
"149",149,1,5,"2024-03-04 21:00:00",680,0.230144530534744,0.230144530534744,2,0,1764,1,30.0985221862793,2.25,0.21002979453229,NA
"150",150,1,6,"2024-03-04 21:00:00",680,0.214144855737686,0.214144855737686,2,0,1821,1,30.0985221862793,2.25,0.195431513234533,NA
"151",151,1,7,"2024-03-04 21:00:00",680,0.257783621549606,0.257783621549606,2,0,1668,1,30.0963439941406,2.25,0.235443315469705,NA
"152",152,1,8,"2024-03-04 21:00:00",680,0.322435408830643,0.322435408830643,2,0,1436,1,30.0941638946533,2.25,0.296035499526134,NA
"153",153,1,1,"2024-03-04 21:00:00",720,0.189095497131348,0.189095497131348,2,0,1953,1,30.1072444915771,2.25,0.196777192230342,0
"154",154,1,2,"2024-03-04 21:00:00",720,0.0722762122750282,0.0722762122750282,2,0,2558,1,30.1050624847412,2.25,0.0752518962104993,0
"155",155,1,3,"2024-03-04 21:00:00",720,0.178542852401733,0.178542852401733,2,0,2003,1,30.1007022857666,2.25,0.185468976199527,0
"156",156,1,4,"2024-03-04 21:00:00",720,0.0949594229459763,0.0949594229459763,2,0,2411,1,30.0985221862793,2.25,0.0984497842659447,0
"157",157,1,5,"2024-03-04 21:00:00",720,0.13522706925869,0.13522706925869,2,0,2191,1,30.0985221862793,2.25,0.139904040824429,0
"158",158,1,6,"2024-03-04 21:00:00",720,0.124938741326332,0.124938741326332,2,0,2242,1,30.0963439941406,2.25,0.129249903696928,0
"159",159,1,7,"2024-03-04 21:00:00",720,0.143662497401237,0.143662497401237,2,0,2146,1,30.0941638946533,2.25,0.148681882179989,0
"160",160,1,8,"2024-03-04 21:00:00",720,0.189385145902634,0.189385145902634,2,0,1942,1,30.0941638946533,2.25,0.197088863882196,NA
"161",161,1,1,"2024-03-04 21:15:00",680,0.376929610967636,0.376929610967636,2,0,1263,1,30.2948112487793,2.5,0.348568749476475,NA
"162",162,1,2,"2024-03-04 21:15:00",680,0.145662412047386,0.145662412047386,2,0,2134,1,30.2969913482666,2.5,0.13363142030747,NA
"163",163,1,3,"2024-03-04 21:15:00",680,0.353238970041275,0.353238970041275,2,0,1324,1,30.2948112487793,2.5,0.325552854307004,NA
"164",164,1,4,"2024-03-04 21:15:00",680,0.174065887928009,0.174065887928009,2,0,2007,1,30.2926330566406,2.5,0.159158686692009,NA
"165",165,1,5,"2024-03-04 21:15:00",680,0.232119709253311,0.232119709253311,2,0,1756,1,30.2926330566406,2.5,0.211837425569553,NA
"166",166,1,6,"2024-03-04 21:15:00",680,0.217258140444756,0.217258140444756,2,0,1808,1,30.2926330566406,2.5,0.198266150277539,NA
"167",167,1,7,"2024-03-04 21:15:00",680,0.257262915372849,0.257262915372849,2,0,1670,1,30.2904529571533,2.5,0.234962064044805,NA
"168",168,1,8,"2024-03-04 21:15:00",680,0.326082408428192,0.326082408428192,2,0,1424,1,30.2860927581787,2.5,0.299507010525875,NA
"169",169,1,1,"2024-03-04 21:15:00",720,0.191997483372688,0.191997483372688,2,0,1940,1,30.2948112487793,2.5,0.199902998272943,0
"170",170,1,2,"2024-03-04 21:15:00",720,0.0741485431790352,0.0741485431790352,2,0,2547,1,30.2969913482666,2.5,0.0771679707304978,0
"171",171,1,3,"2024-03-04 21:15:00",720,0.18137215077877,0.18137215077877,2,0,1990,1,30.2948112487793,2.5,0.188492047180041,0
"172",172,1,4,"2024-03-04 21:15:00",720,0.0962226986885071,0.0962226986885071,2,0,2404,1,30.2926330566406,2.5,0.0997425652685804,0
"173",173,1,5,"2024-03-04 21:15:00",720,0.137015521526337,0.137015521526337,2,0,2182,1,30.2926330566406,2.5,0.141761725192902,0
"174",174,1,6,"2024-03-04 21:15:00",720,0.127075761556625,0.127075761556625,2,0,2231,1,30.2904529571533,2.5,0.131458569484808,0
"175",175,1,7,"2024-03-04 21:15:00",720,0.143055528402328,0.143055528402328,2,0,2149,1,30.2860927581787,2.5,0.148048898131516,0
"176",176,1,8,"2024-03-04 21:15:00",720,0.19185334444046,0.19185334444046,2,0,1931,1,30.2839107513428,2.5,0.199747575355643,NA
"177",177,1,1,"2024-03-04 21:30:00",680,0.380384653806686,0.380384653806686,2,0,1253,1,29.9632930755615,2.75,0.35194918023427,NA
"178",178,1,2,"2024-03-04 21:30:00",680,0.147090017795563,0.147090017795563,2,0,2127,1,29.9654750823975,2.75,0.134912421823469,NA
"179",179,1,3,"2024-03-04 21:30:00",680,0.357527524232864,0.357527524232864,2,0,1311,1,29.9676570892334,2.75,0.329698478704927,NA
"180",180,1,4,"2024-03-04 21:30:00",680,0.175149738788605,0.175149738788605,2,0,2002,1,29.9698390960693,2.75,0.160135054987342,NA
"181",181,1,5,"2024-03-04 21:30:00",680,0.233358770608902,0.233358770608902,2,0,1751,1,29.9676570892334,2.75,0.212972019317189,NA
"182",182,1,6,"2024-03-04 21:30:00",680,0.219426572322845,0.219426572322845,2,0,1799,1,29.9676570892334,2.75,0.200242158852583,NA
"183",183,1,7,"2024-03-04 21:30:00",680,0.259349584579468,0.259349584579468,2,0,1662,1,29.9698390960693,2.75,0.23689122254077,NA
"184",184,1,8,"2024-03-04 21:30:00",680,0.329452604055405,0.329452604055405,2,0,1413,1,29.9698390960693,2.75,0.302720472126176,NA
"185",185,1,1,"2024-03-04 21:30:00",720,0.194919019937515,0.194919019937515,2,0,1927,1,29.9632930755615,2.75,0.203057049350041,0
"186",186,1,2,"2024-03-04 21:30:00",720,0.0750022903084755,0.0750022903084755,2,0,2542,1,29.9654750823975,2.75,0.0780414465648705,0
"187",187,1,3,"2024-03-04 21:30:00",720,0.184220016002655,0.184220016002655,2,0,1977,1,29.9676570892334,2.75,0.191541413535838,0
"188",188,1,4,"2024-03-04 21:30:00",720,0.0962226986885071,0.0962226986885071,2,0,2404,1,29.9698390960693,2.75,0.0997425652685804,0
"189",189,1,5,"2024-03-04 21:30:00",720,0.138012304902077,0.138012304902077,2,0,2177,1,29.9676570892334,2.75,0.142797863015906,0
"190",190,1,6,"2024-03-04 21:30:00",720,0.128050580620766,0.128050580620766,2,0,2226,1,29.9698390960693,2.75,0.132466798105901,0
"191",191,1,7,"2024-03-04 21:30:00",720,0.144473165273666,0.144473165273666,2,0,2142,1,29.9698390960693,2.75,0.149527640230222,0
"192",192,1,8,"2024-03-04 21:30:00",720,0.194335713982582,0.194335713982582,2,0,1920,1,29.9698390960693,2.75,0.20242673907771,NA
